UpgradeID,Name,Rarity,PhaseBias,Category,GrantType,RefID,Weight,MinLv,MaxLv,NeedTags,NeedUpgrade,StarterBias,Pool,Description,LocKey,Version
UPG_SK_108,技能强化：Execute模组 02,Common,Mid,Skill,GrantSkill,SK_EXEC_02,94,1,999,TAG_Execute,UPG_SK_107,N,All,获得技能：Execute模组 02（处决向强化条目，等级2。）,LOC_UPG_SK_108,Release
UPG_SK_109,技能强化：Execute模组 03,Common,Mid,Skill,GrantSkill,SK_EXEC_03,93,1,999,TAG_Execute,UPG_SK_108,N,All,获得技能：Execute模组 03（处决向强化条目，等级3。）,LOC_UPG_SK_109,Release
UPG_SK_110,技能强化：Execute模组 04,Uncommon,Late,Skill,GrantSkill,SK_EXEC_04,92,1,999,TAG_Execute,UPG_SK_109,N,All,获得技能：Execute模组 04（处决向强化条目，等级4。）,LOC_UPG_SK_110,Release
UPG_SK_111,技能强化：Execute模组 05,Uncommon,Late,Skill,GrantSkill,SK_EXEC_05,91,1,999,TAG_Execute,UPG_SK_110,N,All,获得技能：Execute模组 05（处决向强化条目，等级5。）,LOC_UPG_SK_111,Release
UPG_SK_112,技能强化：Execute模组 06,Uncommon,Late,Skill,GrantSkill,SK_EXEC_06,90,1,999,TAG_Execute,UPG_SK_111,N,All,获得技能：Execute模组 06（处决向强化条目，等级6。）,LOC_UPG_SK_112,Release
UPG_SK_113,技能强化：Execute模组 07,Rare,Late,Skill,GrantSkill,SK_EXEC_07,89,1,999,TAG_Execute,UPG_SK_112,N,All,获得技能：Execute模组 07（处决向强化条目，等级7。）,LOC_UPG_SK_113,Release
UPG_SK_114,技能强化：Execute模组 08,Rare,Late,Skill,GrantSkill,SK_EXEC_08,88,1,999,TAG_Execute,UPG_SK_113,N,All,获得技能：Execute模组 08（处决向强化条目，等级8。）,LOC_UPG_SK_114,Release
UPG_SK_115,技能强化：Execute模组 09,Rare,Late,Skill,GrantSkill,SK_EXEC_09,87,1,999,TAG_Execute,UPG_SK_114,N,All,获得技能：Execute模组 09（处决向强化条目，等级9。）,LOC_UPG_SK_115,Release
UPG_SK_116,技能强化：Execute模组 10,Epic,Late,Skill,GrantSkill,SK_EXEC_10,86,1,999,TAG_Execute,UPG_SK_115,N,All,获得技能：Execute模组 10（处决向强化条目，等级10。）,LOC_UPG_SK_116,Release
UPG_SK_117,技能强化：Execute模组 11,Epic,Late,Skill,GrantSkill,SK_EXEC_11,85,1,999,TAG_Execute,UPG_SK_116,N,All,获得技能：Execute模组 11（处决向强化条目，等级11。）,LOC_UPG_SK_117,Release
UPG_SK_118,技能强化：Execute模组 12,Epic,Late,Skill,GrantSkill,SK_EXEC_12,84,1,999,TAG_Execute,UPG_SK_117,N,All,获得技能：Execute模组 12（处决向强化条目，等级12。）,LOC_UPG_SK_118,Release
UPG_SK_119,技能强化：Automation模组 01,Common,Late,Skill,GrantSkill,SK_AUTO_01,100,1,999,TAG_Automation,UPG_SK_118,N,All,获得技能：Automation模组 01（自动化/设施向强化条目，等级1。）,LOC_UPG_SK_119,Release
UPG_SK_120,技能强化：Automation模组 02,Common,Late,Skill,GrantSkill,SK_AUTO_02,99,1,999,TAG_Automation,UPG_SK_119,N,All,获得技能：Automation模组 02（自动化/设施向强化条目，等级2。）,LOC_UPG_SK_120,Release
UPG_SK_121,技能强化：Automation模组 03,Common,Late,Skill,GrantSkill,SK_AUTO_03,98,1,999,TAG_Automation,UPG_SK_120,N,All,获得技能：Automation模组 03（自动化/设施向强化条目，等级3。）,LOC_UPG_SK_121,Release
UPG_SK_122,技能强化：Automation模组 04,Uncommon,Late,Skill,GrantSkill,SK_AUTO_04,97,1,999,TAG_Automation,UPG_SK_121,N,All,获得技能：Automation模组 04（自动化/设施向强化条目，等级4。）,LOC_UPG_SK_122,Release
UPG_SK_123,技能强化：Automation模组 05,Uncommon,Late,Skill,GrantSkill,SK_AUTO_05,96,1,999,TAG_Automation,UPG_SK_122,N,All,获得技能：Automation模组 05（自动化/设施向强化条目，等级5。）,LOC_UPG_SK_123,Release
UPG_SK_124,技能强化：Automation模组 06,Uncommon,Late,Skill,GrantSkill,SK_AUTO_06,95,1,999,TAG_Automation,UPG_SK_123,N,All,获得技能：Automation模组 06（自动化/设施向强化条目，等级6。）,LOC_UPG_SK_124,Release
UPG_SK_125,技能强化：Automation模组 07,Rare,Late,Skill,GrantSkill,SK_AUTO_07,94,1,999,TAG_Automation,UPG_SK_124,N,All,获得技能：Automation模组 07（自动化/设施向强化条目，等级7。）,LOC_UPG_SK_125,Release
UPG_SK_126,技能强化：Automation模组 08,Rare,Late,Skill,GrantSkill,SK_AUTO_08,93,1,999,TAG_Automation,UPG_SK_125,N,All,获得技能：Automation模组 08（自动化/设施向强化条目，等级8。）,LOC_UPG_SK_126,Release
UPG_SK_127,技能强化：Automation模组 09,Rare,Late,Skill,GrantSkill,SK_AUTO_09,92,1,999,TAG_Automation,UPG_SK_126,N,All,获得技能：Automation模组 09（自动化/设施向强化条目，等级9。）,LOC_UPG_SK_127,Release
UPG_SK_128,技能强化：Automation模组 10,Epic,Late,Skill,GrantSkill,SK_AUTO_10,91,1,999,TAG_Automation,UPG_SK_127,N,All,获得技能：Automation模组 10（自动化/设施向强化条目，等级10。）,LOC_UPG_SK_128,Release
UPG_SK_129,技能强化：Automation模组 11,Epic,Late,Skill,GrantSkill,SK_AUTO_11,90,1,999,TAG_Automation,UPG_SK_128,N,All,获得技能：Automation模组 11（自动化/设施向强化条目，等级11。）,LOC_UPG_SK_129,Release
UPG_SK_130,技能强化：Automation模组 12,Epic,Late,Skill,GrantSkill,SK_AUTO_12,89,1,999,TAG_Automation,UPG_SK_129,N,All,获得技能：Automation模组 12（自动化/设施向强化条目，等级12。）,LOC_UPG_SK_130,Release
UPG_WPN_001,武器升级：WPN_WOOD,Common,Mid,Weapon,WeaponLv+,WPN_WOOD,89,1,999,,,N,All,提升武器 WPN_WOOD 等级,LOC_UPG_WPN_001,Release
UPG_WPN_002,武器升级：WPN_IRON,Common,Mid,Weapon,WeaponLv+,WPN_IRON,88,1,999,,,N,All,提升武器 WPN_IRON 等级,LOC_UPG_WPN_002,Release
UPG_WPN_003,武器升级：WPN_THUNDER,Common,Mid,Weapon,WeaponLv+,WPN_THUNDER,87,1,999,,,N,All,提升武器 WPN_THUNDER 等级,LOC_UPG_WPN_003,Release
UPG_WPN_004,武器升级：WPN_SWEEP,Common,Mid,Weapon,WeaponLv+,WPN_SWEEP,86,1,999,,,N,All,提升武器 WPN_SWEEP 等级,LOC_UPG_WPN_004,Release
UPG_WPN_005,武器升级：WPN_PRESS,Common,Mid,Weapon,WeaponLv+,WPN_PRESS,85,1,999,,,N,All,提升武器 WPN_PRESS 等级,LOC_UPG_WPN_005,Release
UPG_WPN_006,武器升级：WPN_COIN,Common,Mid,Weapon,WeaponLv+,WPN_COIN,84,1,999,,,N,All,提升武器 WPN_COIN 等级,LOC_UPG_WPN_006,Release
UPG_WPN_007,武器升级：WPN_DRONE_CORE,Common,Mid,Weapon,WeaponLv+,WPN_DRONE_CORE,83,1,999,,,N,All,提升武器 WPN_DRONE_CORE 等级,LOC_UPG_WPN_007,Release
UPG_WPN_008,武器升级：WPN_FLASK,Common,Mid,Weapon,WeaponLv+,WPN_FLASK,82,1,999,,,N,All,提升武器 WPN_FLASK 等级,LOC_UPG_WPN_008,Release
UPG_WPN_009,武器升级：WPN_DICE,Common,Mid,Weapon,WeaponLv+,WPN_DICE,81,1,999,,,N,All,提升武器 WPN_DICE 等级,LOC_UPG_WPN_009,Release
UPG_WPN_010,武器升级：WPN_SHIELD,Common,Mid,Weapon,WeaponLv+,WPN_SHIELD,80,1,999,,,N,All,提升武器 WPN_SHIELD 等级,LOC_UPG_WPN_010,Release
UPG_WPN_011,武器升级：WPN_PILE,Uncommon,Mid,Weapon,WeaponLv+,WPN_PILE,79,1,999,,,N,All,提升武器 WPN_PILE 等级,LOC_UPG_WPN_011,Release
UPG_WPN_012,武器升级：WPN_MAGNET,Uncommon,Mid,Weapon,WeaponLv+,WPN_MAGNET,78,1,999,,,N,All,提升武器 WPN_MAGNET 等级,LOC_UPG_WPN_012,Release
UPG_WPN_013,武器升级：WPN_SAW,Uncommon,Mid,Weapon,WeaponLv+,WPN_SAW,90,1,999,,,N,All,提升武器 WPN_SAW 等级,LOC_UPG_WPN_013,Release
UPG_WPN_014,武器升级：WPN_MORTAR,Uncommon,Mid,Weapon,WeaponLv+,WPN_MORTAR,89,1,999,,,N,All,提升武器 WPN_MORTAR 等级,LOC_UPG_WPN_014,Release
UPG_WPN_015,武器升级：WPN_TESLA,Uncommon,Mid,Weapon,WeaponLv+,WPN_TESLA,88,1,999,,,N,All,提升武器 WPN_TESLA 等级,LOC_UPG_WPN_015,Release
UPG_WPN_016,武器升级：WPN_FLAME,Uncommon,Mid,Weapon,WeaponLv+,WPN_FLAME,87,1,999,,,N,All,提升武器 WPN_FLAME 等级,LOC_UPG_WPN_016,Release
UPG_WPN_017,武器升级：WPN_FROST,Uncommon,Mid,Weapon,WeaponLv+,WPN_FROST,86,1,999,,,N,All,提升武器 WPN_FROST 等级,LOC_UPG_WPN_017,Release
UPG_WPN_018,武器升级：WPN_GAUNTLET,Uncommon,Mid,Weapon,WeaponLv+,WPN_GAUNTLET,85,1,999,,,N,All,提升武器 WPN_GAUNTLET 等级,LOC_UPG_WPN_018,Release
UPG_WPN_019,武器升级：WPN_PRISM,Uncommon,Mid,Weapon,WeaponLv+,WPN_PRISM,84,1,999,,,N,All,提升武器 WPN_PRISM 等级,LOC_UPG_WPN_019,Release
UPG_WPN_020,武器升级：WPN_BOMBARD,Uncommon,Mid,Weapon,WeaponLv+,WPN_BOMBARD,83,1,999,,,N,All,提升武器 WPN_BOMBARD 等级,LOC_UPG_WPN_020,Release
UPG_WPN_021,武器升级：WPN_FAC_01,Rare,Mid,Weapon,WeaponLv+,WPN_FAC_01,82,1,999,,,N,All,提升武器 WPN_FAC_01 等级,LOC_UPG_WPN_021,Release
UPG_WPN_022,武器升级：WPN_FAC_02,Rare,Mid,Weapon,WeaponLv+,WPN_FAC_02,81,1,999,,,N,All,提升武器 WPN_FAC_02 等级,LOC_UPG_WPN_022,Release
UPG_WPN_023,武器升级：WPN_FAC_03,Rare,Mid,Weapon,WeaponLv+,WPN_FAC_03,80,1,999,,,N,All,提升武器 WPN_FAC_03 等级,LOC_UPG_WPN_023,Release
UPG_WPN_024,武器升级：WPN_FAC_04,Rare,Mid,Weapon,WeaponLv+,WPN_FAC_04,79,1,999,,,N,All,提升武器 WPN_FAC_04 等级,LOC_UPG_WPN_024,Release
UPG_WPN_025,武器升级：WPN_FAC_05,Rare,Mid,Weapon,WeaponLv+,WPN_FAC_05,78,1,999,,,N,All,提升武器 WPN_FAC_05 等级,LOC_UPG_WPN_025,Release
UPG_WPN_026,武器升级：WPN_FAC_06,Rare,Mid,Weapon,WeaponLv+,WPN_FAC_06,90,1,999,,,N,All,提升武器 WPN_FAC_06 等级,LOC_UPG_WPN_026,Release
UPG_WPN_027,武器升级：WPN_FAC_07,Rare,Mid,Weapon,WeaponLv+,WPN_FAC_07,89,1,999,,,N,All,提升武器 WPN_FAC_07 等级,LOC_UPG_WPN_027,Release
UPG_WPN_028,武器升级：WPN_FAC_08,Rare,Mid,Weapon,WeaponLv+,WPN_FAC_08,88,1,999,,,N,All,提升武器 WPN_FAC_08 等级,LOC_UPG_WPN_028,Release
UPG_WPN_029,武器升级：WPN_FAC_09,Rare,Mid,Weapon,WeaponLv+,WPN_FAC_09,87,1,999,,,N,All,提升武器 WPN_FAC_09 等级,LOC_UPG_WPN_029,Release
UPG_WPN_030,武器升级：WPN_FAC_10,Rare,Mid,Weapon,WeaponLv+,WPN_FAC_10,86,1,999,,,N,All,提升武器 WPN_FAC_10 等级,LOC_UPG_WPN_030,Release
UPG_WPN_031,武器升级：WPN_FAC_11,Epic,Mid,Weapon,WeaponLv+,WPN_FAC_11,85,1,999,,,N,All,提升武器 WPN_FAC_11 等级,LOC_UPG_WPN_031,Release
UPG_WPN_032,武器升级：WPN_FAC_12,Epic,Mid,Weapon,WeaponLv+,WPN_FAC_12,84,1,999,,,N,All,提升武器 WPN_FAC_12 等级,LOC_UPG_WPN_032,Release
UPG_WPN_033,武器升级：WPN_SUM_01,Epic,Mid,Weapon,WeaponLv+,WPN_SUM_01,83,1,999,,,N,All,提升武器 WPN_SUM_01 等级,LOC_UPG_WPN_033,Release
UPG_WPN_034,武器升级：WPN_SUM_02,Epic,Mid,Weapon,WeaponLv+,WPN_SUM_02,82,1,999,,,N,All,提升武器 WPN_SUM_02 等级,LOC_UPG_WPN_034,Release
UPG_WPN_035,武器升级：WPN_SUM_03,Epic,Mid,Weapon,WeaponLv+,WPN_SUM_03,81,1,999,,,N,All,提升武器 WPN_SUM_03 等级,LOC_UPG_WPN_035,Release
UPG_WPN_036,武器升级：WPN_SUM_04,Epic,Mid,Weapon,WeaponLv+,WPN_SUM_04,80,1,999,,,N,All,提升武器 WPN_SUM_04 等级,LOC_UPG_WPN_036,Release
UPG_WPN_037,武器升级：WPN_SUM_05,Epic,Mid,Weapon,WeaponLv+,WPN_SUM_05,79,1,999,,,N,All,提升武器 WPN_SUM_05 等级,LOC_UPG_WPN_037,Release
UPG_WPN_038,武器升级：WPN_SUM_06,Epic,Mid,Weapon,WeaponLv+,WPN_SUM_06,78,1,999,,,N,All,提升武器 WPN_SUM_06 等级,LOC_UPG_WPN_038,Release
UPG_WPN_039,武器升级：WPN_SUM_07,Epic,Mid,Weapon,WeaponLv+,WPN_SUM_07,90,1,999,,,N,All,提升武器 WPN_SUM_07 等级,LOC_UPG_WPN_039,Release
UPG_WPN_040,武器升级：WPN_SUM_08,Epic,Mid,Weapon,WeaponLv+,WPN_SUM_08,89,1,999,,,N,All,提升武器 WPN_SUM_08 等级,LOC_UPG_WPN_040,Release
UPG_BUILD_001,流派核心：震地清屏流,Epic,Mid,Build,GrantTag,BUILD_QUAKE,40,5,999,AOE|Blunt,,N,All,大范围多段震荡，适合密集普通鼠,LOC_UPG_BUILD_001,Release
UPG_BUILD_002,流派核心：电链传导流,Epic,Mid,Build,GrantTag,BUILD_CHAIN,40,5,999,Shock|Chain,,N,All,感电扩散、连锁跳电、感电处决,LOC_UPG_BUILD_002,Release
UPG_BUILD_003,流派核心：终审处决流,Epic,Mid,Build,GrantTag,BUILD_EXEC,40,5,999,Execute|Control,,N,All,低血自动处决、精英压制,LOC_UPG_BUILD_003,Release
UPG_BUILD_004,流派核心：铸币暴富流,Epic,Mid,Build,GrantTag,BUILD_MINT,40,5,999,Gold|Economy,,N,All,金币转伤害、稀有鼠狩猎、利息型收益,LOC_UPG_BUILD_004,Release
UPG_BUILD_005,流派核心：无人机工厂流,Epic,Mid,Build,GrantTag,BUILD_HIVE,40,5,999,Automation|Drone,,N,All,高频自动索敌与洞口设施协同,LOC_UPG_BUILD_005,Release
UPG_BUILD_006,流派核心：爆燃炼金流,Epic,Mid,Build,GrantTag,BUILD_BURN,40,5,999,Fire|Explosive,,N,All,灼烧堆叠与击杀连爆,LOC_UPG_BUILD_006,Release
UPG_BUILD_007,流派核心：冻控压制流,Epic,Mid,Build,GrantTag,BUILD_FROST,40,5,999,Frost|Control,,N,All,减速冻结并放大易伤,LOC_UPG_BUILD_007,Release
UPG_BUILD_008,流派核心：暴击斩杀流,Epic,Mid,Build,GrantTag,BUILD_CRIT,40,5,999,Crit|Boss,,N,All,暴击、高伤和精英/Boss对策,LOC_UPG_BUILD_008,Release
UPG_BUILD_009,流派核心：环绕锯盘流,Epic,Mid,Build,GrantTag,BUILD_ORBIT,40,5,999,Orbit|AOE,,N,All,持续接触伤害+近场收割,LOC_UPG_BUILD_009,Release
UPG_BUILD_010,流派核心：图腾增幅流,Epic,Mid,Build,GrantTag,BUILD_TOTEM,40,5,999,Totem|Aura,,N,All,站场设施和范围光环扩张,LOC_UPG_BUILD_010,Release
UPG_BUILD_011,流派核心：堡垒续航流,Epic,Mid,Build,GrantTag,BUILD_TANK,40,5,999,Defense|Shield,,N,All,偏高难和Boss稳定通关,LOC_UPG_BUILD_011,Release
UPG_BUILD_012,流派核心：赌运奇迹流,Epic,Mid,Build,GrantTag,BUILD_GAMBLE,40,5,999,Risk|Gold,,N,All,不稳定但爆发收益极高,LOC_UPG_BUILD_012,Release
UPG_BUILD_013,流派核心：分裂收割流,Epic,Mid,Build,GrantTag,BUILD_SPLIT,40,5,999,AOE|OnKill,,N,All,击杀裂变和溢出传播,LOC_UPG_BUILD_013,Release
UPG_BUILD_014,流派核心：稀有猎人流,Epic,Mid,Build,GrantTag,BUILD_RARE,40,5,999,RareTarget|Economy,,N,All,传奇/宝箱目标收益最大化,LOC_UPG_BUILD_014,Release
UPG_BUILD_015,流派核心：连击狂热流,Epic,Mid,Build,GrantTag,BUILD_COMBO,40,5,999,Combo|Speed,,N,All,高频命中维持全局狂热,LOC_UPG_BUILD_015,Release
UPG_BUILD_016,流派核心：攻城打桩流,Epic,Mid,Build,GrantTag,BUILD_SIEGE,40,5,999,Pierce|Boss,,N,All,单体爆发和穿透,LOC_UPG_BUILD_016,Release
UPG_MISC_001,AOE升级 001,Common,Early,AOE,Stat,AOE,69,1,999,TAG_AOE,,N,DevFallback,AOE向泛用条目 1,LOC_UPG_MISC_001,Release
UPG_MISC_002,Crit升级 002,Common,Early,Crit,Stat,Crit,68,1,999,TAG_Crit,,N,DevFallback,Crit向泛用条目 2,LOC_UPG_MISC_002,Release
UPG_MISC_003,Gold升级 003,Common,Early,Gold,Stat,Gold,67,1,999,TAG_Gold,,N,DevFallback,Gold向泛用条目 3,LOC_UPG_MISC_003,Release
UPG_MISC_004,Execute升级 004,Common,Early,Execute,Stat,Execute,66,1,999,TAG_Execute,,N,DevFallback,Execute向泛用条目 4,LOC_UPG_MISC_004,Release
UPG_MISC_005,Automation升级 005,Common,Early,Automation,Stat,Automation,65,1,999,TAG_Automation,UPG_MISC_004,N,DevFallback,Automation向泛用条目 5,LOC_UPG_MISC_005,Release
UPG_MISC_006,Rare升级 006,Common,Early,Rare,Stat,Rare,64,1,999,TAG_Rare,UPG_MISC_005,N,DevFallback,Rare向泛用条目 6,LOC_UPG_MISC_006,Release
UPG_MISC_007,Defense升级 007,Common,Early,Defense,Stat,Defense,63,1,999,TAG_Defense,UPG_MISC_006,N,DevFallback,Defense向泛用条目 7,LOC_UPG_MISC_007,Release
UPG_MISC_008,Damage升级 008,Common,Early,Damage,Stat,Damage,62,1,999,TAG_Damage,UPG_MISC_007,N,DevFallback,Damage向泛用条目 8,LOC_UPG_MISC_008,Release
UPG_MISC_009,AOE升级 009,Common,Early,AOE,Stat,AOE,61,1,999,TAG_AOE,UPG_MISC_008,N,DevFallback,AOE向泛用条目 9,LOC_UPG_MISC_009,Release
UPG_MISC_010,Crit升级 010,Common,Early,Crit,Stat,Crit,60,1,999,TAG_Crit,UPG_MISC_009,N,DevFallback,Crit向泛用条目 10,LOC_UPG_MISC_010,Release
UPG_MISC_011,Gold升级 011,Common,Early,Gold,Stat,Gold,70,1,999,TAG_Gold,UPG_MISC_010,N,DevFallback,Gold向泛用条目 11,LOC_UPG_MISC_011,Release
UPG_MISC_012,Execute升级 012,Common,Early,Execute,Stat,Execute,69,1,999,TAG_Execute,UPG_MISC_011,N,DevFallback,Execute向泛用条目 12,LOC_UPG_MISC_012,Release
UPG_MISC_013,Automation升级 013,Common,Early,Automation,Stat,Automation,68,1,999,TAG_Automation,UPG_MISC_012,N,DevFallback,Automation向泛用条目 13,LOC_UPG_MISC_013,Release
UPG_MISC_014,Rare升级 014,Common,Early,Rare,Stat,Rare,67,1,999,TAG_Rare,UPG_MISC_013,N,DevFallback,Rare向泛用条目 14,LOC_UPG_MISC_014,Release
UPG_MISC_015,Defense升级 015,Common,Early,Defense,Stat,Defense,66,1,999,TAG_Defense,UPG_MISC_014,N,DevFallback,Defense向泛用条目 15,LOC_UPG_MISC_015,Release
UPG_MISC_016,Damage升级 016,Common,Early,Damage,Stat,Damage,65,1,999,TAG_Damage,UPG_MISC_015,N,DevFallback,Damage向泛用条目 16,LOC_UPG_MISC_016,Release
UPG_MISC_017,AOE升级 017,Common,Early,AOE,Stat,AOE,64,1,999,TAG_AOE,UPG_MISC_016,N,DevFallback,AOE向泛用条目 17,LOC_UPG_MISC_017,Release
UPG_MISC_018,Crit升级 018,Common,Early,Crit,Stat,Crit,63,1,999,TAG_Crit,UPG_MISC_017,N,DevFallback,Crit向泛用条目 18,LOC_UPG_MISC_018,Release
UPG_MISC_019,Gold升级 019,Common,Early,Gold,Stat,Gold,62,1,999,TAG_Gold,UPG_MISC_018,N,DevFallback,Gold向泛用条目 19,LOC_UPG_MISC_019,Release
UPG_MISC_020,Execute升级 020,Common,Early,Execute,Stat,Execute,61,1,999,TAG_Execute,UPG_MISC_019,N,DevFallback,Execute向泛用条目 20,LOC_UPG_MISC_020,Release
UPG_MISC_021,Automation升级 021,Common,Early,Automation,Stat,Automation,60,1,999,TAG_Automation,UPG_MISC_020,N,DevFallback,Automation向泛用条目 21,LOC_UPG_MISC_021,Release
UPG_MISC_022,Rare升级 022,Common,Early,Rare,Stat,Rare,70,1,999,TAG_Rare,UPG_MISC_021,N,DevFallback,Rare向泛用条目 22,LOC_UPG_MISC_022,Release
UPG_MISC_023,Defense升级 023,Common,Early,Defense,Stat,Defense,69,1,999,TAG_Defense,UPG_MISC_022,N,DevFallback,Defense向泛用条目 23,LOC_UPG_MISC_023,Release
UPG_MISC_024,Damage升级 024,Common,Early,Damage,Stat,Damage,68,1,999,TAG_Damage,UPG_MISC_023,N,DevFallback,Damage向泛用条目 24,LOC_UPG_MISC_024,Release
UPG_MISC_025,AOE升级 025,Common,Early,AOE,Stat,AOE,67,1,999,TAG_AOE,UPG_MISC_024,N,DevFallback,AOE向泛用条目 25,LOC_UPG_MISC_025,Release
UPG_MISC_026,Crit升级 026,Common,Early,Crit,Stat,Crit,66,1,999,TAG_Crit,UPG_MISC_025,N,DevFallback,Crit向泛用条目 26,LOC_UPG_MISC_026,Release
UPG_MISC_027,Gold升级 027,Common,Early,Gold,Stat,Gold,65,1,999,TAG_Gold,UPG_MISC_026,N,DevFallback,Gold向泛用条目 27,LOC_UPG_MISC_027,Release
UPG_MISC_028,Execute升级 028,Common,Early,Execute,Stat,Execute,64,1,999,TAG_Execute,UPG_MISC_027,N,DevFallback,Execute向泛用条目 28,LOC_UPG_MISC_028,Release
UPG_MISC_029,Automation升级 029,Common,Early,Automation,Stat,Automation,63,1,999,TAG_Automation,UPG_MISC_028,N,DevFallback,Automation向泛用条目 29,LOC_UPG_MISC_029,Release
UPG_MISC_030,Rare升级 030,Common,Early,Rare,Stat,Rare,62,1,999,TAG_Rare,UPG_MISC_029,N,DevFallback,Rare向泛用条目 30,LOC_UPG_MISC_030,Release
UPG_MISC_031,Defense升级 031,Common,Early,Defense,Stat,Defense,61,1,999,TAG_Defense,UPG_MISC_030,N,DevFallback,Defense向泛用条目 31,LOC_UPG_MISC_031,Release
UPG_MISC_032,Damage升级 032,Common,Early,Damage,Stat,Damage,60,1,999,TAG_Damage,UPG_MISC_031,N,DevFallback,Damage向泛用条目 32,LOC_UPG_MISC_032,Release
UPG_MISC_033,AOE升级 033,Common,Early,AOE,Stat,AOE,70,1,999,TAG_AOE,UPG_MISC_032,N,DevFallback,AOE向泛用条目 33,LOC_UPG_MISC_033,Release
UPG_MISC_034,Crit升级 034,Common,Early,Crit,Stat,Crit,69,1,999,TAG_Crit,UPG_MISC_033,N,DevFallback,Crit向泛用条目 34,LOC_UPG_MISC_034,Release
UPG_MISC_035,Gold升级 035,Common,Early,Gold,Stat,Gold,68,1,999,TAG_Gold,UPG_MISC_034,N,DevFallback,Gold向泛用条目 35,LOC_UPG_MISC_035,Release
UPG_MISC_036,Execute升级 036,Uncommon,Early,Execute,Stat,Execute,67,1,999,TAG_Execute,UPG_MISC_035,N,DevFallback,Execute向泛用条目 36,LOC_UPG_MISC_036,Release
UPG_MISC_037,Automation升级 037,Uncommon,Early,Automation,Stat,Automation,66,1,999,TAG_Automation,UPG_MISC_036,N,DevFallback,Automation向泛用条目 37,LOC_UPG_MISC_037,Release
UPG_MISC_038,Rare升级 038,Uncommon,Early,Rare,Stat,Rare,65,1,999,TAG_Rare,UPG_MISC_037,N,DevFallback,Rare向泛用条目 38,LOC_UPG_MISC_038,Release
UPG_MISC_039,Defense升级 039,Uncommon,Early,Defense,Stat,Defense,64,1,999,TAG_Defense,UPG_MISC_038,N,DevFallback,Defense向泛用条目 39,LOC_UPG_MISC_039,Release
UPG_MISC_040,Damage升级 040,Uncommon,Early,Damage,Stat,Damage,63,1,999,TAG_Damage,UPG_MISC_039,N,DevFallback,Damage向泛用条目 40,LOC_UPG_MISC_040,Release
UPG_MISC_041,AOE升级 041,Uncommon,Early,AOE,Stat,AOE,62,1,999,TAG_AOE,UPG_MISC_040,N,DevFallback,AOE向泛用条目 41,LOC_UPG_MISC_041,Release
